sq_feet,num_bedrooms,num_bathrooms,sale_price
3863,3,2,653917
2977,3,2,534737
3465,3,2,615706
2094,4,2,413578
1605,3,2,312813
1904,2,1,341013
3257,3,1,551224
2675,3,2,473471
3532,4,3,659472
2446,3,3,474002
1525,3,1,301731
645,2,1,137945
2502,3,3,482790
3457,3,2,602578
951,2,2,205571
3969,3,1,673228
3235,4,2,610638
1470,2,2,275050
2442,3,2,436255
633,1,1,120038
1581,2,2,290208
2038,4,2,406850
2418,3,2,460830
3487,4,3,647639
2619,4,1,493497
2431,3,3,460171
1492,2,2,284408
3100,3,2,581926
2713,4,1,485199
3090,3,3,546609
1928,2,2,366102
3414,4,3,624815
1587,2,1,296416
2090,3,1,402208
1499,2,2,284751
3699,3,3,677673
842,2,1,185615
3555,3,2,626869
1555,3,2,312199
2600,4,1,504343
3056,3,1,539876
2594,3,3,488356
3933,3,1,690094
2073,3,2,388278
3633,3,1,635773
1296,2,2,249090
2913,4,1,539308
2556,3,1,447905
3756,3,3,679773
2171,3,3,415090
3882,3,2,677553
2226,3,3,433782
2214,3,3,429708
1579,3,1,319519
625,2,1,136826
3025,3,1,531459
3452,3,3,594587
3698,3,3,650558
1438,3,3,298485
1569,3,2,310160
3166,3,1,589408
3386,3,1,573059
1723,3,3,358939
3865,3,3,666151
518,2,2,135864
3664,3,2,645241
736,2,2,163618
1217,2,1,240293
2603,3,1,488241
1704,3,2,338280
3557,3,2,607928
2333,4,2,436960
3053,3,1,547355
2614,4,3,499027
1726,2,1,313936
2539,4,3,504940
3372,3,3,614481
2884,3,1,540507
811,2,2,179366
1144,4,3,284057
799,2,2,169121
2455,4,3,478522
1342,4,2,294472
1110,1,1,197260
3962,4,2,728188
1057,2,2,211516
3729,4,3,660483
1692,2,2,315794
3276,3,2,588180
3609,3,3,645891
2504,3,2,454569
2688,3,1,474604
2867,4,2,549272
2248,3,3,410227
1199,3,2,254013
2423,3,1,440243
3739,3,3,636664
648,2,2,147444
1440,2,2,281828
2755,3,1,502686
571,2,2,140720
1949,3,3,395245
1084,4,3,268842
3164,3,3,569785
914,1,1,172969
1082,1,1,197606
3630,4,1,649413
3018,3,1,524239
3786,3,2,681924
3072,4,1,576981
722,2,2,164424
3660,3,2,656218
3488,4,3,632972
3665,4,3,676406
1705,4,2,351443
988,1,1,180689
2076,3,2,375017
2149,3,2,387454
2670,3,2,484963
3082,3,1,545750
2247,3,3,410820
3229,3,3,562223
1990,2,2,372614
1048,3,1,230668
1107,2,2,214498
797,2,1,171112
2603,3,1,479485
1771,4,1,374315
2669,4,1,485886
2811,3,2,514246
3102,3,2,556607
1701,3,2,333216
3286,3,2,593089
2042,3,3,378187
1872,3,3,351726
790,2,2,172258
3838,3,2,690831
3775,4,3,692481
3444,3,3,631023
1270,2,1,247347
2582,4,2,510146
2980,3,1,526034
3633,3,1,642902
3229,3,3,558662
3128,3,3,586506
3608,3,1,652984
2813,4,3,553062
1581,2,2,296574
959,2,2,203720
3806,4,3,721782
3713,4,3,675057
530,2,2,129176
2376,3,1,425631
1503,2,1,272484
3948,4,3,715009
2932,3,3,540703
3494,3,3,616538
1681,2,1,304955
2918,3,3,539687
2491,3,1,436346
2896,3,2,547890
3391,3,1,613755
1144,2,1,229184
2833,3,3,524318
2503,3,2,471332
3589,3,3,642091
3160,3,3,556699
2811,4,2,515201
3682,3,3,662117
2908,3,3,540134
727,2,2,165543
2821,3,3,531770
2279,3,1,414484
3624,3,1,631096
3870,3,3,652587
1620,2,2,294052
2326,3,2,431811
3808,4,3,680387
1680,4,1,332288
2618,3,2,472743
2236,3,1,424280
3361,3,3,585900
2980,3,2,546438
1165,1,1,215601
1348,2,1,258626
1335,4,1,302918
727,2,2,166072
1355,2,2,257364
2932,3,3,527535
3803,3,2,690277
3330,4,2,605616
3846,3,1,685138
3780,3,3,647964
1849,4,3,390064
2233,3,2,414550
2723,3,3,490522
1533,3,3,303720
965,2,2,210960
1159,2,2,237646
1310,3,3,270318
2362,4,1,443542
2423,3,3,453251
2606,4,3,521786
2363,3,1,426403
3951,3,1,694197
1346,3,1,283736
1817,3,2,355565
3760,4,1,685730
2116,3,3,394713
3518,4,2,661712
605,1,1,117759
2241,3,3,443097
3210,3,1,544607
2940,3,2,518780
3970,3,3,721979
3649,3,2,626878
2668,3,1,498814
2044,3,3,390607
1374,3,3,293658
1283,2,1,241347
719,1,1,140500
3496,3,1,593297
1277,2,2,260830
1151,1,1,211139
1326,4,1,282254
3328,4,1,624617
2437,3,2,471935
2940,3,3,535839
1019,1,1,179690
848,2,1,180502
1073,2,2,222591
3637,4,3,651302
2250,3,1,437426
1108,1,1,198393
2574,4,2,491414
1713,2,2,312739
3403,3,3,629534
2960,3,3,540289
1972,3,3,388522
659,1,1,130004
1792,3,2,355083
2174,3,1,397547
711,2,2,171140
1637,2,2,316703
1258,2,2,236550
1788,2,1,331007
3239,3,3,566757
3271,4,3,592802
1847,3,1,345506
1712,4,2,343180
1913,2,2,360820
1743,2,2,321328
3701,3,1,653777
533,1,1,108894
3680,3,1,622957
2509,3,3,473938
2969,3,3,553551
3019,3,1,527289
2958,4,3,546217
1099,1,1,201584
2435,3,2,430904
3362,4,2,604570
1431,2,1,274128
1560,3,1,305373
1587,2,2,311753
2599,3,1,480467
710,2,2,155098
720,2,1,155357
1763,2,2,330358
1102,4,1,270762
1988,2,2,355714
1730,2,1,306307
989,2,1,204682
1227,3,3,257787
3605,3,2,649210
725,2,2,164299
1915,4,1,389821
2557,3,3,455589
2830,3,2,490533
2941,4,3,544528
1440,4,3,330485
3906,4,1,716098
2669,3,1,468936
3637,3,2,619409
2293,3,1,423800
3416,3,3,590991
2475,3,3,462093
701,2,2,158878
589,1,1,113266
1870,2,1,323601
1861,4,2,386834
784,2,2,170922
676,1,1,130844
619,2,2,147857
534,2,1,129865
3993,3,2,689575
3063,3,1,562804
1338,3,1,287086
2256,3,2,440727
2271,3,2,435140
2040,4,3,410015
561,2,1,130329
3313,4,3,617374
897,2,2,187315
3237,4,3,611833
1147,2,1,226816
3469,4,3,627883
2474,4,3,487645
1295,2,1,249737
2443,3,2,451001
3516,4,3,641543
1623,3,2,324044
3210,3,3,586176
3752,3,3,670738
3103,3,3,536313
3592,3,3,650501
3338,4,1,591397
2304,3,1,415639
3753,3,1,653921
1410,4,1,305926
3697,3,3,625401
3499,3,1,611197
1348,2,1,250334
2732,3,3,506898
1472,4,1,313645
2293,3,1,411862
2164,3,3,414795
2557,3,2,466813
2685,3,3,481599
3240,3,3,569487
1919,3,1,369364
556,2,2,134696
2840,4,3,529960
2124,3,2,395715
2226,3,3,407241
2800,4,3,529274
3189,3,1,580899
3681,3,1,645349
1048,4,1,242610
2678,3,3,475060
2478,3,3,476769
3812,4,3,672957
2123,3,3,425822
2968,3,2,538629
2367,3,3,453744
1608,2,2,305416
2743,3,1,504567
993,2,1,204117
1918,4,3,400530
2693,4,1,522014
2019,3,2,394868
3461,3,1,608820
2946,4,1,549258
2467,3,2,444718
3430,3,2,612625
3109,3,3,553125
1805,4,2,372608
1030,3,3,246503
2482,3,1,441762
2867,3,1,520996
2475,4,2,488555
3717,3,1,625656
2542,3,1,472154
1627,3,1,308095
3636,3,1,611082
2484,3,1,457924
2115,3,3,415386
2535,3,2,466706
2015,3,2,390374
957,2,1,190496
1701,2,2,306655
3355,3,1,587565
2666,3,2,478222
3958,3,2,697342
1851,2,2,333709
2361,3,2,437687
1854,2,1,349681
3360,3,3,623757
2178,3,2,407988
2374,3,3,435962
2753,3,3,517590
691,1,1,134329
1664,2,2,315256
1100,4,1,255242
1720,3,2,354545
2053,3,3,390286
3210,3,2,576421
1816,2,2,350404
1462,2,1,273535
3425,3,3,608105
3893,3,1,687506
1472,2,1,267460
3206,3,2,572042
3338,3,2,574700
1602,2,1,294154
2574,4,3,474262
3963,3,2,685377
2147,3,1,394130
752,2,2,162978
1057,4,1,240556
2761,3,3,486240
1035,2,1,204193
3409,3,3,615799
2119,3,2,410445
1733,2,2,336860
2848,3,1,515479
3708,4,2,675792
2789,3,3,503092
3874,3,3,695619
3137,3,3,546095
789,1,1,151129
830,1,1,150127
2183,4,2,420888
502,2,1,127704
2538,3,2,465184
954,2,1,196403
2442,3,1,452174
2239,3,3,448502
1965,3,1,355266
2818,3,1,508897
3201,3,2,555672
3472,3,1,614944
1231,2,2,243982
1518,4,1,326754
2178,3,3,411348
2304,3,1,436988
1411,2,2,267401
2238,3,1,404929
2298,3,1,428418
3661,3,2,658748
1830,4,2,375800
2867,3,2,527179
3552,3,2,614618
2209,3,2,415294
2959,4,1,551355
3385,3,3,627579
3476,3,3,650233
3819,4,3,708217
3098,3,1,530395
3800,3,1,670282
3312,4,2,599054
603,2,2,144596
1581,4,2,328752
1653,2,1,316708
3972,3,3,716517
1839,2,2,332591
2299,4,3,433694
558,2,2,139508
2911,3,3,518842
1704,2,2,310536
3188,3,3,545937
1318,2,2,259700
953,2,2,203069
3125,4,1,586517
3680,3,1,621631
1178,4,3,266211
1878,4,1,372435
1187,4,1,277657
2747,3,3,498105
3422,3,2,579201
1077,3,3,252909
710,2,1,157249
1801,2,1,343778
1367,3,1,281951
3188,4,2,582700
2000,2,2,359066
3339,4,1,630751
2078,4,2,414624
798,2,2,176414
3706,4,2,686902
1083,4,2,256173
1154,4,3,266914
3994,4,3,706395
2617,4,3,507183
894,1,1,161750
1852,3,1,336677
2497,4,2,496991
1278,4,1,289151
3354,3,3,595956
3614,3,3,629726
2082,3,2,393816
2650,3,2,497821
690,2,2,150960
3324,3,1,574953
611,2,2,138741
1575,4,3,330141
1375,2,2,268605
2249,4,3,452159
3371,3,2,610134
2358,3,2,433982
2955,4,1,525623
568,2,2,141014
3842,4,2,723008
3353,3,2,597688
2946,4,1,560082
903,1,1,165874
959,2,2,208543
1953,2,1,354507
1532,4,1,338078
1577,2,2,295459
2699,3,1,473908
516,1,1,107515
3701,3,1,645960
2871,3,1,527020
1213,3,2,254488
890,1,1,161784
2107,3,3,407261
2403,4,2,458646
3892,4,2,675160
2840,3,2,524941
913,2,1,188913
3715,4,2,702896
1979,4,3,411373
3885,3,3,680247
2216,3,1,414761
871,2,2,188991
1127,3,1,235350
2098,3,1,386410
2796,3,3,520566
873,2,1,184283
3375,4,2,621145
1605,2,1,299344
1990,4,1,406720
3419,4,3,623400
1892,2,1,328999
3698,3,3,639668
2806,3,2,499770
3868,4,3,703421
1542,2,1,281378
2021,3,3,375047
3546,3,2,619756
3515,3,2,638727
2218,4,1,431137
2160,3,2,391504
1659,3,3,347010
1053,3,2,226941
619,2,2,148831
3688,3,3,652997
1056,2,2,204178
3602,3,2,615463
3029,3,3,561300
2987,4,2,576454
720,1,1,136712
846,2,2,183624
3573,4,3,669197
1169,2,1,217352
2568,3,1,480310
3077,4,1,566363
3955,3,2,687084
3599,3,1,652193
979,2,2,213416
2795,3,1,505966
2875,3,1,519225
1510,2,1,271633
3729,3,2,642861
3027,3,2,552358
3844,3,2,684504
2296,4,1,446852
1922,3,1,382592
3075,3,3,549654
1098,1,1,203917
3832,3,3,678444
2647,3,3,487162
1071,4,3,264602
623,1,1,121006
544,2,1,128960
1461,3,2,293004
2096,3,3,390627
2719,4,2,503230
1146,4,2,262540
634,1,1,124379
3746,3,1,655060
2970,4,2,558496
2400,3,3,474141
3546,3,3,607797
3678,4,3,659567
3268,3,1,580933
1464,2,2,282546
2266,4,1,443848
1410,3,3,292548
924,2,2,198528
2714,3,2,500495
2493,3,3,452829
3237,3,2,587114
1058,3,1,232226
608,1,1,119186
1866,2,2,344428
1500,3,1,291916
3348,3,2,610952
3778,3,3,679662
1544,2,2,281510
3196,3,1,580350
545,2,2,139276
3804,4,1,713059
2574,4,1,482941
3881,3,3,671149
3138,3,2,565886
1398,2,2,279318
851,2,1,179832
2878,4,2,551228
2256,3,2,405698
1071,4,2,253877
3787,4,1,677915
1892,4,3,392423
3528,3,1,590008
976,1,1,174700
2905,3,3,510827
3779,3,1,647284
2592,4,1,465902
1845,4,1,368817
3473,4,2,623530
1265,4,1,276059
1618,2,2,313874
1611,3,1,327253
874,1,1,162381
2473,3,1,454916
2182,3,1,400850
3112,3,1,538877
577,2,1,135663
3532,3,2,639561
2560,3,3,466133
1873,2,2,342365
811,2,2,183318
571,2,2,133822
3866,3,1,683291
1243,2,2,251127
850,2,1,176027
3713,3,2,671373
1800,3,3,371769
2840,3,1,534366
613,2,2,146386
3365,3,3,618113
3363,4,3,639329
1206,2,2,229870
1906,2,2,344840
2378,3,1,449848
3338,3,1,569880
1035,1,1,191287
3033,4,1,567256
1201,2,2,232735
2847,3,3,527514
3856,3,3,686162
541,2,2,136872
1083,4,1,253809
656,2,2,158622
1264,3,1,257781
3618,3,1,653368
3211,3,2,589611
3169,3,2,559887
3403,3,3,599829
2286,4,1,467120
1942,2,2,350008
3718,3,1,641020
1300,2,2,245376
3568,4,1,619192
1475,4,1,320214
3780,3,2,682242
633,2,2,154460
3759,3,2,653522
1145,2,1,218767
1729,4,2,376288
2656,3,3,491124
2692,3,2,477773
1217,2,2,246926
844,2,2,177974
2973,3,1,549205
3315,3,3,588843
3177,3,2,588600
3112,3,1,555233
1485,2,1,271896
2466,3,1,439963
852,2,1,187240
1655,2,2,317879
1332,4,1,295687
876,2,2,192114
1038,4,1,247388
3341,3,2,610854
2773,3,3,503848
2864,4,1,525503
3220,4,3,575032
2477,3,2,458288
3328,3,1,567598
727,2,2,155486
3559,3,3,634151
574,2,2,135788
1976,2,2,352384
1754,2,2,312318
2155,3,2,409405
1914,3,3,369633
3002,4,2,548044
2473,3,3,474956
2571,3,3,484836
2622,3,1,463794
2286,4,3,466033
3820,3,2,668260
1531,3,1,309473
1054,3,2,244979
3262,3,3,612394
2831,3,2,508983
3416,4,3,634720
1183,4,2,262799
621,2,1,141588
3166,4,1,587308
1364,4,3,301451
2299,4,3,442544
3436,4,2,611280
3689,3,3,626280
692,2,2,154756
1726,2,2,335762
1512,4,2,328558
2433,4,3,496062
2768,3,1,507992
2869,4,1,542025
3757,3,3,667896
1746,3,1,322499
3311,3,1,596498
2669,3,2,480787
935,2,2,195776
944,1,1,169963
3621,3,2,635185
1888,2,2,329058
2135,3,3,404654
1046,1,1,185460
3845,3,3,664390
3154,3,3,553579
1601,2,1,298643
662,2,1,155512
2788,3,2,498873
2928,4,2,528570
1665,2,2,326347
1223,2,2,240991
1008,1,1,177467
2988,3,2,543655
1710,2,2,325672
1269,4,2,280557
1092,2,2,218400
1702,2,2,318148
501,1,1,101794
2754,3,1,505405
3416,3,1,595943
2469,4,3,475638
2084,3,2,385067
874,2,1,175418
3466,3,3,606830
1220,4,1,279012
1434,2,2,275654
2393,4,2,457093
1241,2,2,247765
3086,3,3,540768
1583,4,1,328252
1516,2,2,285540
3082,4,3,575262
511,2,2,123394
2584,3,3,473225
2445,3,2,468598
2552,3,3,477337
3371,3,1,608049
2360,3,2,440691
3331,4,1,616124
1160,1,1,214085
956,2,1,196029
3493,4,3,632884
2521,3,1,470420
2977,3,3,538054
1455,4,1,322104
1980,2,2,347390
1458,2,2,271442
3052,3,1,543853
859,2,2,194876
1034,2,2,207982
508,1,1,102444
1815,3,3,366573
3554,3,1,619967
3236,3,2,574787
3642,3,1,631679
3987,3,1,703947
577,2,2,148682
1928,3,2,368564
1116,1,1,199389
3694,3,2,628166
1588,3,3,325182
2596,3,2,481206
1365,2,2,263559
1840,3,3,368971
970,2,2,202224
1517,3,2,306655
3854,4,1,694933
1838,2,2,344264
2363,3,2,446554
1659,2,2,303073
846,2,2,182586
2087,4,1,423251
1833,2,2,329218
1416,3,3,301065
2820,3,1,510845
3542,4,1,608305
3782,4,3,675650
1186,3,2,268025
2324,3,1,442319
1571,2,2,292225
3468,3,3,630189
2002,4,3,403071
2147,3,1,413926
3955,4,2,703068
1529,3,1,298425
3137,3,1,538781
3929,4,3,687275
2553,3,2,475052
3385,3,2,613884
1132,2,1,221189
1550,2,1,301073
3984,4,1,721387
3964,3,3,704236
2110,3,2,388825
3193,4,3,616777
2923,3,1,508052
3355,4,1,622984
798,1,1,149436
874,2,2,187568
2030,3,2,403138
1149,3,1,246573
828,2,1,181720
886,2,1,179697
3031,3,3,538630
1833,4,3,402966
2432,4,1,464459
2196,3,1,421212
3264,3,3,583191
3595,3,3,652869
3583,3,3,631786
2192,3,1,392443
838,1,1,160093
3319,4,1,592908
1737,4,3,362679
3102,4,3,560616
2091,3,2,391525
509,2,1,123777
2206,3,1,426603
3557,3,1,621034
3748,4,1,661235
1563,2,1,287195
2692,4,2,535012
3531,3,2,619889
928,1,1,171522
891,2,2,196299
3175,4,1,577517
1658,3,2,328147
2524,4,2,494554
2821,4,3,535664
652,1,1,125906
3294,3,1,563669
1744,2,2,317416
1888,2,2,341854
2412,3,2,458041
3514,4,3,625405
3377,3,1,597871
2965,3,2,540112
761,2,2,172658
3106,4,3,594961
1518,2,2,295992
3634,3,1,639237
3794,3,2,679822
2781,3,3,523998
3367,3,3,604859
1408,2,1,274390
1816,3,1,348432
754,2,1,169200
634,2,2,154524
2889,3,2,500372
962,2,2,203096
1706,2,1,314356
3303,3,2,579116
1664,2,2,301558
1890,4,1,364773
3191,3,3,564727
1754,2,1,325394
1245,4,1,286731
1213,3,2,266564
2851,3,3,513776
3406,3,2,595720
3522,3,1,623749
1683,2,2,307034
3002,3,1,517665
3284,3,3,586520
1543,2,1,302286
3080,3,2,580189
1586,3,1,301603
3818,3,1,679303
1174,1,1,204914
3989,4,1,732043
2599,3,2,471644
1284,4,2,296702
3598,3,1,611994
2743,3,2,500843
1814,3,3,373826
3906,3,3,719358
2709,3,1,488583
3560,4,3,653450
2827,3,2,515378
3978,4,1,718233
2641,3,3,468703
579,2,2,139702
581,2,1,136953
2986,3,1,518872
3243,3,2,571321
3182,3,3,554415
3091,4,1,554648
2198,3,1,411569
1974,2,2,371410
1854,4,3,380998
1818,2,1,324574
1567,2,1,289641
710,2,2,162440
3649,4,1,657516
888,1,1,167558
1070,3,2,228999
2747,3,2,510454
2495,3,2,463255
2743,3,2,479096
1706,2,1,320292
2175,3,2,405131
2531,4,1,487051
720,2,1,165309
3148,3,3,589376
2901,3,2,540288
2353,3,1,430626
1927,3,1,357812
2051,4,2,414254
3489,3,2,597181
2350,4,1,436527
3417,3,3,615333
1177,2,2,231852
3831,3,1,690026
3680,4,3,689011
1818,2,2,335908
1914,2,2,351350
2197,3,2,427020
1304,2,2,242882
2319,3,3,439518
854,2,2,179424
690,2,2,161286
1817,3,3,371626
3493,3,1,617779
1641,2,2,317341
2247,4,3,445196
2352,3,2,437717
1900,3,3,370583
1620,2,2,307750
992,2,2,198304
1518,2,2,292624
934,2,1,183654
2926,3,2,526829
2253,4,2,422736
3091,4,1,555966
3512,3,1,618841
3320,3,1,563648
2673,3,3,515991
1413,4,3,320108
1008,4,1,243096
2150,3,2,398865
1494,4,3,324388
1863,2,2,339289
3588,3,1,602630
893,2,2,189998
3000,3,1,555217
2022,3,1,374178
2254,3,2,439556
2633,4,2,493737
627,2,2,154675
617,1,1,125247
2899,3,1,503819
1934,4,2,395524
1913,3,1,352447
2731,3,3,491828
1703,4,3,373868
1318,2,2,265646
3314,4,2,599252
1877,2,1,347685
3573,3,1,639607
3311,3,2,571700
635,2,1,151396
2149,4,1,400494
2191,4,1,411701
3581,4,2,654956
3500,3,2,648144
3008,3,1,551339
1323,2,2,247689
3471,3,1,593022
3157,4,3,591802
2954,4,3,585649
2985,3,3,539730
3034,4,3,558015
2731,3,3,483685
1517,4,3,337050
3579,3,1,620609
3449,4,3,662938
1548,3,1,309475
3152,4,2,583694
3154,3,2,568121
1828,4,2,379510
3065,3,2,530279
546,2,1,134430
3597,3,3,668232
1053,2,2,212394
1501,2,2,285747
3327,3,2,587106
747,2,2,168929
2444,3,3,441754
2147,3,1,411521
1767,2,2,325580
868,2,2,193820
3195,3,3,561210
1490,2,2,289912
3451,3,3,641229
1648,2,2,304080
3109,4,2,584359
2427,3,3,447504
3131,3,1,554245
1144,4,2,260132
676,2,2,158166
3302,3,2,559218
3912,4,2,720360
623,2,2,142062
1234,4,3,301108
1920,3,3,394506
1717,3,3,348320
3551,3,3,650246
1332,2,2,256872
960,2,2,194520
2143,3,3,417625
3063,3,3,575733
1922,2,1,335453
1918,3,3,378636
1539,2,2,297609
2847,4,1,543369
1726,3,2,333683
3671,4,3,638715
724,2,2,161678
1985,2,2,345999
3951,3,1,661436
825,2,1,170764
2588,3,3,477859
2097,3,2,404419
2028,3,3,411426
1626,4,2,347240
1082,3,2,232982
3955,3,2,684212
1895,2,2,344601
3412,3,2,585771
1157,1,1,211999
1169,3,3,245338
2933,4,1,554158
2792,4,2,520178
1944,2,1,359004
2232,4,2,436722
2352,4,1,459772
2750,3,2,490768
1440,4,1,308914
2579,3,3,471113
3295,3,3,569854
3476,3,1,599785
1661,4,2,333431
3893,3,3,674701
1224,2,2,249880
2573,3,3,484450
1393,4,1,306526
3895,3,1,670559
2609,4,3,526513
1624,2,2,303908
3015,3,2,533072
2906,3,1,533821
2405,3,3,447293
784,2,2,171684
1026,3,3,249228
3737,4,2,660800
1762,2,2,315350
3731,3,1,649171
1225,3,1,246025
3256,4,2,600426
1634,3,2,322047
857,2,2,185209
2496,3,3,487899
2944,3,2,523051
814,1,1,150161
3373,3,3,589912
1540,2,1,296834
2092,3,3,403789
1490,2,2,282636
3726,3,3,645552
1279,2,2,257744
2658,3,3,509202
2973,3,3,562167
2877,4,1,523846
3809,3,1,685418
1167,2,2,233543
1637,4,1,351319
985,2,2,193981
1489,3,2,301488
1745,2,2,320648
1219,4,3,273613
658,2,2,158872
2170,4,3,430151
3886,3,3,657565
2768,3,1,513981
2447,4,3,456529
2909,3,1,511695
3081,4,3,578681
2131,3,2,410085
3750,3,3,634869
3616,3,2,613138
3505,3,3,640633
1018,2,2,209296
1496,2,1,280094
891,2,2,195967
1930,3,1,386122
1299,2,1,251637
2232,3,3,415530
2669,3,1,491313
3333,3,1,574048
2192,3,3,412654
3382,4,1,622284
3925,3,3,718465
1625,2,2,307065
739,2,1,157069
3560,3,1,641160
1221,3,3,272022
1832,3,2,362859
3330,3,1,566078
2703,3,3,497352
1735,4,2,356315
3703,3,3,628665
3555,3,1,629030
578,2,2,147802
1037,2,2,212505
1597,2,1,308127
2638,3,2,461524
832,2,1,177793
1966,4,2,395346
1772,4,2,380168
1649,3,2,332805
1300,2,2,255452
3289,4,1,606737
529,2,2,132998
1724,4,3,351004
2428,3,3,469037
1544,2,1,289990
556,1,1,107423
2716,4,3,529674
1853,2,2,339786
1515,2,2,294075
2654,3,3,477792
2012,3,2,371737
2549,3,2,453043
1505,2,1,292756
2111,4,1,406046
2010,3,1,380600
3072,3,3,580491
2145,3,1,402277
2854,3,2,524558
998,2,2,203088
1689,4,3,360326
916,2,1,188067
2404,3,3,461836
694,2,2,156050
2783,3,1,485407
1482,2,2,292152
1050,3,1,229768
952,2,2,196630
1294,4,3,300156
3640,3,2,640491
1331,3,1,275043
3005,4,2,556538
567,2,1,126669
1090,4,3,258422
1069,1,1,184224
3665,3,2,615474
1975,2,1,352044
1825,2,1,316387
1176,3,2,260001
1137,4,2,269439
2213,3,2,422167
3641,3,1,640904
1751,2,2,325643
722,1,1,132139
2979,3,2,563792
1889,4,1,395015
1947,2,2,340762
3163,3,1,555813
2554,3,2,486668
1081,4,3,254535
2548,3,2,459033
1873,2,2,327196
1475,3,2,302852
603,1,1,120111
1457,2,2,281423
857,2,2,186837
1421,2,2,271536
3334,3,2,606314
2442,3,1,437455
1611,4,3,356932
1581,4,1,335256
3405,3,3,604023
1159,2,2,236323
3392,3,2,595160
1223,2,1,237500
863,1,1,160485
1062,3,1,234560
1983,3,3,386481
1255,2,1,241237
668,2,2,161044
883,2,2,193006
3236,4,3,615171
653,1,1,127041
1368,3,1,270317
3052,4,1,538584
679,2,1,148994
627,2,2,156107
2521,3,2,481334
3974,4,1,724450
2138,3,3,405258
1128,2,1,226360
3934,3,3,674782
2122,4,3,411595
3328,4,1,593332
3648,3,1,632916
2375,3,2,438106
805,1,1,150428
1783,2,2,337141
1099,2,2,231531
1880,4,3,404016
1163,2,2,231075
2771,4,2,513179
525,1,1,107440
3984,3,2,704840
2225,4,2,444662
3821,3,2,697627
3266,3,1,593941
2771,3,3,501145
3993,3,1,663037
1128,4,3,285357
3673,3,2,662638
1890,2,1,326611
3118,4,3,597445
3957,3,1,662035
2432,3,2,456874
3091,3,3,570840
3932,4,3,744798
1046,2,2,213124
1861,2,2,349892
3561,4,3,639435
1447,3,3,306212
3633,4,1,656233
2639,3,1,470555
3806,3,3,671583
687,2,2,159549
2267,3,2,428370
3747,4,1,647612
3839,3,2,684606
2417,3,1,452600
1803,3,3,349467
3963,3,2,673404
3519,3,3,653241
772,2,1,158105
1480,3,1,286080
2561,3,3,464568
1703,4,3,359378
1939,2,1,359505
1942,3,2,369553
694,2,2,160882
3744,3,3,678894
672,1,1,129712
3029,4,1,575134
2662,3,3,499691
1369,2,2,275818
3004,3,1,539787
2957,3,1,525685
1507,2,2,284961
3049,3,2,550282
863,1,1,167534
3904,4,3,698241
2794,3,3,511625
3961,3,3,673175
3830,3,1,669083
846,2,2,174022
3849,3,1,657700
2267,3,3,441749
1574,2,2,296794
3704,3,1,652609
2477,4,2,480661
523,1,1,106260
669,2,2,150175
2470,3,1,466255
3147,3,2,558279
1348,3,3,291306
2854,4,2,525466
1254,2,1,240281
3438,3,3,594981
2398,3,2,438176
870,2,2,185948
1840,3,1,370214
529,2,2,129565
2225,3,3,406181
3974,3,2,717796
1840,4,2,397480
1731,4,1,355890
765,2,1,165368
1409,2,2,269788
1112,1,1,197456
1211,2,2,238734
3690,3,2,648045
1951,2,1,339173
3729,4,1,685860
3084,3,1,567270
965,1,1,173544
3207,3,3,571806
3391,4,2,626607
3750,3,2,645073
3422,4,3,640180
941,2,2,193140
3026,4,2,573482
3854,3,1,678222
1707,3,1,321978
3989,4,2,701283
3602,3,2,654146
3074,3,2,546797
796,1,1,144853
3981,3,1,705312
3566,3,1,632344
3991,3,2,710420
3371,3,1,594886
3876,4,1,677237
1368,3,1,295154
3673,4,3,704668
3278,3,2,608194
2183,3,3,412903
1843,3,1,341383
1295,4,3,299586
1485,2,2,283332
2633,3,2,486992
2381,3,2,427253
1225,4,2,294666
1392,4,2,294936
2328,3,2,432621
1703,4,2,363440
3587,4,3,627728
1238,2,2,250818
2252,4,3,435593
2749,3,3,526576
2248,3,1,419304
2625,3,3,488154
2971,3,3,547543
1406,3,1,283502
3467,3,1,620076
1288,3,3,284633
880,2,2,185594
1233,3,3,263193
2320,4,2,463554
2116,3,1,401186
3755,3,2,651589
3366,3,3,598122
1117,1,1,198457
1771,3,2,332903
666,1,1,130970
2343,4,2,444992
1787,2,2,332618
3367,4,1,611482
665,1,1,132150
1063,2,2,214522
3186,3,2,590499
2320,3,3,447783
2674,3,3,502155
2698,3,2,480962
2833,4,2,529007
3789,3,3,659436
3097,3,2,549413
2830,3,2,529315
1589,4,3,343263
2514,3,2,448715
3498,3,3,649644
1055,1,1,188493
2878,3,3,531109
1124,4,1,267966
905,1,1,163103
771,1,1,147816
2747,3,3,493874
2847,3,3,511839
2332,3,2,422862
1176,3,3,272595
3562,4,1,650728
2233,3,3,423903
1970,2,2,365716
1192,3,2,247257
3361,4,1,633137
3551,3,2,649301
2302,3,2,447822
1130,1,1,197736
2072,3,1,392265
1494,4,1,332648
1533,2,2,295045
2785,3,3,518269
3173,3,2,551651
2133,3,1,401099
1641,4,3,353279
3167,3,1,576133
2299,4,1,446903
3757,3,2,654980
1250,2,2,249018
3284,3,1,565681
948,2,2,195856
2439,3,1,440526
1999,4,1,389395
1155,3,3,253782
1762,2,2,334850
2395,3,3,448834
3135,4,2,583489
